-0.4690762,0.03141572,-0.1108134
-0.4734601,0.03268874,-0.1179964
-0.4789029,0.03104829,-0.113531
-0.4802018,0.04238934,-0.1103467
-0.4936419,0.04015523,-0.09539048
-0.528354,0.03931563,-0.07461665
-0.5517658,0.04541285,-0.05554378
-0.5589878,0.05588123,-0.037925
-0.5807606,0.0551913,-0.0214307
-0.5676743,0.0702525,0.01210513
-0.5686865,0.01467798,0.03388878
-0.5893871,0.09787095,0.05368672
-0.5681872,0.006067182,0.07425624
-0.4506559,0.05911635,0.01700271
-0.4727771,-0.01762331,0.04688261
-0.4819352,-0.07723662,0.07405922
-0.4985952,-0.01388314,0.1409577
-0.4916317,0.04322253,0.1598354
-0.4888814,0.008749454,0.2069258
-0.4570228,0.07415716,0.2114238
-0.430915,0.01609986,0.2065966
-0.401733,0.03676363,0.2038767
-0.3928008,0.02749268,0.2046373
-0.3639753,0.0173714,0.1815997
-0.343808,0.02830486,0.1970452
-0.3270416,0.03739892,0.1858776
-0.3137945,0.02865398,0.1809012
-0.2916934,0.01443934,0.1836989
-0.2744804,0.01758916,0.1670775
-0.2584511,0.01905428,0.1464113
-0.246315,0.00819164,0.1320165
-0.2255324,0.01431211,0.1306732
-0.2173923,0.005521609,0.09822464
-0.2040334,-0.0004076,0.06939796
-0.1921959,0.02658746,0.03011596
-0.1640856,0.04706722,-0.003130877
-0.2180441,-0.009712883,-0.02263882
-0.2845242,0.05239268,-0.006066364
-0.2471997,0.01617107,-0.08740476
-0.330553,-0.06716849,-0.08354834
-0.3493035,-0.04894805,-0.1309482
-0.3758846,-0.05737208,-0.1591585
-0.3917199,-0.0327547,-0.1248643
-0.4048981,0.08543034,-0.1223176
-0.4261968,0.01335683,-0.1519905
-0.4384436,0.04281655,-0.1369617
-0.4462355,0.0291192,-0.1197894
-0.4552323,0.01769296,-0.1142444
-0.4580145,0.0288415,-0.1322522
-0.4610719,0.02167995,-0.1290369
