-0.7009451,-0.5548625,0.2175825
-0.61449,-0.447582,0.3522747
-0.7175424,-0.4808444,0.2578417
-0.7275717,-0.5136361,0.3015565
-0.6330819,-0.5012854,0.3686692
-0.7108045,-0.5453421,0.3533154
-0.6885973,-0.4426791,0.3677956
-0.715031,-0.5257117,0.3938389
-0.7151159,-0.5592146,0.4342189
-0.72307,-0.5271029,0.3778721
-0.7580432,-0.5323896,0.4121156
-0.7237564,-0.57273,0.4130694
-0.7406164,-0.5682132,0.4338926
-0.7280869,-0.6475479,0.4658109
-0.7733628,-0.5420121,0.4917177
-0.6977673,-0.5170978,0.5368326
-0.7173272,-0.638227,0.5068525
-0.6795241,-0.5013929,0.5593396
-0.7068657,-0.6196506,0.5795475
-0.7130859,-0.5682213,0.5857469
-0.8416172,-0.5731788,0.5321904
-0.7894918,-0.4413016,0.5762169
-0.6495232,-0.5820215,0.5994828
-0.8818029,-0.5614266,0.5932363
-0.8929526,-0.5421653,0.6269336
-0.8323262,-0.5879875,0.6643108
-0.7209686,-0.6147816,0.6458929
-0.7056872,-0.5770305,0.6499795
-0.6783953,-0.5702438,0.6366343
-0.8270246,-0.4291989,0.6520956
-0.7209151,-0.5570969,0.6775779
-0.8267201,-0.4845189,0.6626993
-0.7126351,-0.4672227,0.6875609
-0.7754422,-0.4654594,0.6947246
-0.7202783,-0.5888047,0.7514275
-0.7613677,-0.5092488,0.7396111
-0.7858807,-0.541732,0.7477911
-0.819777,-0.4613581,0.775999
-0.7648984,-0.5178769,0.7704239
-0.7552237,-0.4626971,0.8013054
-0.8039463,-0.485374,0.7990329
-0.757191,-0.4186696,0.7791958
-0.730822,-0.5241685,0.8224594
-0.7151,-0.4868991,0.789618
-0.8446725,-0.4538729,0.8381746
-0.7958926,-0.6042407,0.8341211
-0.8173154,-0.4203872,0.863002
-0.7533149,-0.5751482,0.8683115
-0.8638839,-0.5958795,0.8762298
-0.8112655,-0.5962204,0.9623043
